"FullGeoName","Year","County","Activity","Reported.human.cases","Neuroinvasive.disease.cases","Identified.by.Blood.Donor.Screening"
"MI, Luce",2021,26095,"Non-human activity",0,0,0
"MI, Macomb",2021,26099,"Human infections and non-human activity",14,10,1
"MI, Marquette",2021,26103,"Non-human activity",0,0,0
"MI, Midland",2021,26111,"Non-human activity",0,0,0
"MI, Monroe",2021,26115,"Human infections and non-human activity",1,1,1
"MI, Montcalm",2021,26117,"Non-human activity",0,0,0
"MI, Muskegon",2021,26121,"Human infections and non-human activity",1,1,0
"MI, Newaygo",2021,26123,"Human infections and non-human activity",1,1,0
"MI, Oakland",2021,26125,"Human infections and non-human activity",12,9,1
"MI, Ottawa",2021,26139,"Non-human activity",0,0,0
"MI, Saginaw",2021,26145,"Non-human activity",0,0,0
"MI, St Clair",2021,26147,"Human infections",1,1,0
"MI, Sanilac",2021,26151,"Non-human activity",0,0,0
"MI, Tuscola",2021,26157,"Non-human activity",0,0,0
"MI, Van Buren",2021,26159,"Non-human activity",0,0,0
"MI, Wayne",2021,26163,"Human infections and non-human activity",11,10,2
"MN, Anoka",2021,27003,"Human infections and non-human activity",4,4,0
"MN, Benton",2021,27009,"Non-human activity",0,0,0
"MN, Carver",2021,27019,"Human infections",1,1,0
"MN, Clay",2021,27027,"Human infections",1,0,1
"MN, Crow Wing",2021,27035,"Non-human activity",0,0,0
"MN, Dakota",2021,27037,"Human infections and non-human activity",5,4,0
"MN, Freeborn",2021,27047,"Non-human activity",0,0,0
"MN, Hennepin",2021,27053,"Human infections and non-human activity",13,9,5
"MN, Lyon",2021,27083,"Human infections",0,0,2
"MN, Mcleod",2021,27085,"Human infections",1,1,0
"MN, Murray",2021,27101,"Human infections",1,0,0
"MN, Polk",2021,27119,"Human infections",1,0,0
"MN, Ramsey",2021,27123,"Human infections and non-human activity",4,4,2
"MN, Redwood",2021,27127,"Human infections",0,0,2
"MN, Roseau",2021,27135,"Human infections",1,1,0
"MN, Scott",2021,27139,"Human infections and non-human activity",0,0,1
"MN, Stearns",2021,27145,"Human infections",0,0,1
"MN, Stevens",2021,27149,"Human infections",0,0,1
"MN, Traverse",2021,27155,"Human infections",0,0,1
"MN, Wadena",2021,27159,"Non-human activity",0,0,0
"MN, Waseca",2021,27161,"Human infections",1,0,0
"MN, Washington",2021,27163,"Human infections and non-human activity",1,1,0
"MN, Wilkin",2021,27167,"Human infections",1,1,0
"MN, Wright",2021,27171,"Human infections",1,1,1
"MS, Harrison",2021,28047,"Non-human activity",0,0,0
"MS, Hinds",2021,28049,"Human infections and non-human activity",3,2,0
"MS, Holmes",2021,28051,"Human infections",1,0,0
"MS, Jackson",2021,28059,"Non-human activity",0,0,0
"MS, Lincoln",2021,28085,"Non-human activity",0,0,0
"MS, Madison",2021,28089,"Non-human activity",0,0,0
"MS, Noxubee",2021,28103,"Human infections",1,1,0
"MS, Pearl River",2021,28109,"Human infections",1,1,0
"MS, Rankin",2021,28121,"Non-human activity",0,0,0
"MS, Warren",2021,28149,"Human infections",1,0,0
"MS, Washington",2021,28151,"Non-human activity",0,0,0
"MS, Yazoo",2021,28163,"Human infections",1,1,0
"MO, Boone",2021,29019,"Human infections",1,1,0
"MO, Cass",2021,29037,"Human infections",1,1,0
"MO, Dunklin",2021,29069,"Non-human activity",0,0,0
"MO, Jackson",2021,29095,"Human infections",3,2,0
"MO, Jefferson",2021,29099,"Non-human activity",0,0,0
"MO, Laclede",2021,29105,"Human infections",1,1,0
"MO, Macon",2021,29121,"Non-human activity",0,0,0
"MO, Moniteau",2021,29135,"Non-human activity",0,0,0
"MO, St Charles",2021,29183,"Human infections and non-human activity",1,1,0
"MO, St Louis",2021,29189,"Human infections and non-human activity",2,2,0
"MO, St Louis City",2021,29510,"Human infections",3,3,0
"MT, Blaine",2021,30005,"Non-human activity",0,0,0
"MT, Gallatin",2021,30031,"Non-human activity",0,0,0
"MT, Lewis And Clark",2021,30049,"Human infections",1,1,0
"MT, Mccone",2021,30055,"Non-human activity",0,0,0
"MT, Phillips",2021,30071,"Non-human activity",0,0,0
"MT, Prairie",2021,30079,"Non-human activity",0,0,0
"MT, Richland",2021,30083,"Human infections and non-human activity",1,1,0
"MT, Rosebud",2021,30087,"Non-human activity",0,0,0
"MT, Sheridan",2021,30091,"Non-human activity",0,0,0
"NE, Adams",2021,31001,"Human infections and non-human activity",3,1,1
"NE, Arthur",2021,31005,"Non-human activity",0,0,0
"NE, Boone",2021,31011,"Human infections",2,0,1
"NE, Box Butte",2021,31013,"Non-human activity",0,0,0
"NE, Brown",2021,31017,"Non-human activity",0,0,0
"NE, Buffalo",2021,31019,"Human infections",1,1,0
"NE, Butler",2021,31023,"Human infections",3,2,1
"NE, Cherry",2021,31031,"Non-human activity",0,0,0
"NE, Cheyenne",2021,31033,"Human infections",1,1,0
"NE, Cuming",2021,31039,"Human infections",3,2,1
"NE, Custer",2021,31041,"Human infections",2,2,0
"NE, Dawson",2021,31047,"Human infections and non-human activity",1,0,0
"NE, Dodge",2021,31053,"Human infections and non-human activity",5,4,0
"NE, Douglas",2021,31055,"Human infections and non-human activity",19,16,2
"NE, Dundy",2021,31057,"Human infections",0,0,1
"NE, Fillmore",2021,31059,"Human infections",1,1,0
"NE, Garfield",2021,31071,"Human infections",1,1,0
"NE, Grant",2021,31075,"Non-human activity",0,0,0
"NE, Hall",2021,31079,"Human infections and non-human activity",11,10,0
"NE, Hamilton",2021,31081,"Human infections",5,1,0
"NE, Hayes",2021,31085,"Human infections",1,0,0
"NE, Hitchcock",2021,31087,"Human infections",0,0,1
"NE, Holt",2021,31089,"Human infections and non-human activity",1,0,0
"NE, Howard",2021,31093,"Human infections",2,2,1
"NE, Keith",2021,31101,"Human infections",3,2,0
"NE, Knox",2021,31107,"Human infections",1,0,0
"NE, Lancaster",2021,31109,"Human infections",10,9,2
"NE, Lincoln",2021,31111,"Human infections and non-human activity",1,0,1
"NE, Madison",2021,31119,"Non-human activity",0,0,0
"NE, Merrick",2021,31121,"Human infections",3,2,0
"NE, Morrill",2021,31123,"Human infections",2,2,0
"NE, Nance",2021,31125,"Human infections",0,0,1
"NE, Otoe",2021,31131,"Human infections",0,0,1
"NE, Perkins",2021,31135,"Human infections",2,1,0
"NE, Platte",2021,31141,"Human infections",1,0,1
"NE, Polk",2021,31143,"Human infections",1,1,0
"NE, Red Willow",2021,31145,"Human infections",1,0,0
"NE, Saline",2021,31151,"Human infections",1,0,1
"NE, Sarpy",2021,31153,"Human infections and non-human activity",5,2,0
"NE, Saunders",2021,31155,"Human infections",2,1,0
"NE, Scotts Bluff",2021,31157,"Human infections and non-human activity",6,1,0
"NE, Seward",2021,31159,"Human infections",1,0,1
"NE, Sheridan",2021,31161,"Non-human activity",0,0,0
"NE, Thayer",2021,31169,"Human infections",0,0,1
"NE, Valley",2021,31175,"Human infections",1,0,0
"NE, Washington",2021,31177,"Human infections",2,2,0
"NE, Wayne",2021,31179,"Non-human activity",0,0,0
"NE, York",2021,31185,"Human infections",2,2,0
"NV, Clark",2021,32003,"Non-human activity",0,0,0
"NV, Lyon",2021,32019,"Human infections",1,1,0
"NH, Hillsborough",2021,33011,"Non-human activity",0,0,0
"NH, Rockingham",2021,33015,"Human infections and non-human activity",1,1,0
"NJ, Atlantic",2021,34001,"Human infections and non-human activity",1,1,0
"NJ, Bergen",2021,34003,"Human infections and non-human activity",4,3,0
"NJ, Burlington",2021,34005,"Human infections and non-human activity",8,6,1
"NJ, Camden",2021,34007,"Human infections and non-human activity",6,5,0
"NJ, Cape May",2021,34009,"Non-human activity",0,0,0
"NJ, Cumberland",2021,34011,"Human infections and non-human activity",1,1,0
"NJ, Essex",2021,34013,"Human infections and non-human activity",4,2,0
"NJ, Gloucester",2021,34015,"Human infections and non-human activity",1,0,0
"NJ, Hudson",2021,34017,"Non-human activity",0,0,0
"NJ, Hunterdon",2021,34019,"Non-human activity",0,0,0
"NJ, Mercer",2021,34021,"Human infections and non-human activity",2,2,0
"NJ, Middlesex",2021,34023,"Human infections and non-human activity",1,1,0
"NJ, Monmouth",2021,34025,"Human infections and non-human activity",5,2,2
"NJ, Morris",2021,34027,"Non-human activity",0,0,0
"NJ, Ocean",2021,34029,"Human infections and non-human activity",1,1,0
"NJ, Passaic",2021,34031,"Non-human activity",0,0,0
"NJ, Salem",2021,34033,"Non-human activity",0,0,0
"NJ, Somerset",2021,34035,"Human infections and non-human activity",2,2,0
"NJ, Sussex",2021,34037,"Non-human activity",0,0,0
"NJ, Union",2021,34039,"Non-human activity",0,0,0
"NJ, Warren",2021,34041,"Non-human activity",0,0,0
"NM, Bernalillo",2021,35001,"Human infections",12,11,1
"NM, Chaves",2021,35005,"Human infections",3,3,3
"NM, Curry",2021,35009,"Human infections",1,0,0
"NM, Dona Ana",2021,35013,"Human infections and non-human activity",6,5,1
"NM, Guadalupe",2021,35019,"Human infections",1,1,0
"NM, Luna",2021,35029,"Human infections and non-human activity",1,1,0
"NM, Otero",2021,35035,"Non-human activity",0,0,0
"NM, Quay",2021,35037,"Human infections and non-human activity",1,1,0
"NM, Roosevelt",2021,35041,"Human infections",2,2,0
"NM, Sandoval",2021,35043,"Human infections",2,2,1
"NM, San Juan",2021,35045,"Human infections",2,2,0
"NM, Santa Fe",2021,35049,"Non-human activity",0,0,0
"NM, Socorro",2021,35053,"Human infections and non-human activity",0,0,1
"NM, Taos",2021,35055,"Human infections",1,1,0
"NM, Valencia",2021,35061,"Human infections",2,2,0
"NY, Bronx",2021,36005,"Human infections and non-human activity",4,3,0
"NY, Cattaraugus",2021,36009,"Non-human activity",0,0,0
"NY, Chautauqua",2021,36013,"Non-human activity",0,0,0
"NY, Columbia",2021,36021,"Human infections",1,1,0
"NY, Erie",2021,36029,"Non-human activity",0,0,0
"NY, Kings",2021,36047,"Human infections and non-human activity",3,3,1
"NY, Lewis",2021,36049,"Non-human activity",0,0,0
"NY, Nassau",2021,36059,"Human infections and non-human activity",6,4,0
"NY, New York",2021,36061,"Human infections and non-human activity",4,4,0
"NY, Onondaga",2021,36067,"Non-human activity",0,0,0
"NY, Orange",2021,36071,"Non-human activity",0,0,0
"NY, Oswego",2021,36075,"Non-human activity",0,0,0
"NY, Queens",2021,36081,"Human infections and non-human activity",9,8,0
"NY, Richmond",2021,36085,"Human infections and non-human activity",1,0,1
"NY, Rockland",2021,36087,"Human infections and non-human activity",1,1,0
"NY, Steuben",2021,36101,"Human infections",1,1,0
"NY, Suffolk",2021,36103,"Human infections and non-human activity",9,8,1
"NY, Westchester",2021,36119,"Human infections and non-human activity",3,2,0
"NY, Yates",2021,36123,"Non-human activity",0,0,0
"NC, Brunswick",2021,37019,"Human infections",1,1,0
"NC, Buncombe",2021,37021,"Human infections",1,1,0
"NC, Cabarrus",2021,37025,"Human infections",1,1,0
"NC, Forsyth",2021,37067,"Human infections and non-human activity",1,1,0
"NC, Guilford",2021,37081,"Non-human activity",0,0,0
"NC, Lincoln",2021,37109,"Human infections",1,1,0
"NC, Mecklenburg",2021,37119,"Human infections and non-human activity",0,0,1
"NC, Union",2021,37179,"Human infections and non-human activity",1,1,0
"NC, Wake",2021,37183,"Human infections",2,2,1
"ND, Barnes",2021,38003,"Human infections and non-human activity",2,1,0
"ND, Burleigh",2021,38015,"Human infections",5,1,2
"ND, Cass",2021,38017,"Human infections and non-human activity",4,2,1
"ND, Emmons",2021,38029,"Human infections",1,0,0
"ND, Grand Forks",2021,38035,"Human infections and non-human activity",0,0,1
"ND, Griggs",2021,38039,"Human infections",2,2,0
"ND, Kidder",2021,38043,"Human infections",1,1,0
"ND, La Moure",2021,38045,"Human infections",1,0,1
"ND, Logan",2021,38047,"Human infections",0,0,1
"ND, Mcintosh",2021,38051,"Non-human activity",0,0,0
"ND, Mercer",2021,38057,"Human infections",3,1,0
"ND, Morton",2021,38059,"Human infections",2,0,1
"ND, Nelson",2021,38063,"Non-human activity",0,0,0
"ND, Ramsey",2021,38071,"Non-human activity",0,0,0
"ND, Ransom",2021,38073,"Human infections",1,0,0
"ND, Richland",2021,38077,"Non-human activity",0,0,0
"ND, Sargent",2021,38081,"Human infections",1,0,0
"ND, Stark",2021,38089,"Human infections",2,1,0
"ND, Steele",2021,38091,"Human infections",1,1,0
"ND, Stutsman",2021,38093,"Human infections",3,2,0
"ND, Williams",2021,38105,"Human infections and non-human activity",1,0,2
"OH, Carroll",2021,39019,"Non-human activity",0,0,0
"OH, Clark",2021,39023,"Human infections and non-human activity",2,1,0
"OH, Clermont",2021,39025,"Non-human activity",0,0,0
"OH, Cuyahoga",2021,39035,"Human infections and non-human activity",1,1,0
"OH, Delaware",2021,39041,"Non-human activity",0,0,0
"OH, Fairfield",2021,39045,"Non-human activity",0,0,0
"OH, Franklin",2021,39049,"Human infections and non-human activity",0,0,1
"OH, Fulton",2021,39051,"Human infections",1,1,0
"OH, Greene",2021,39057,"Non-human activity",0,0,0
"OH, Hamilton",2021,39061,"Non-human activity",0,0,0
"OH, Hancock",2021,39063,"Non-human activity",0,0,0
"OH, Hardin",2021,39065,"Human infections",1,0,0
"OH, Jefferson",2021,39081,"Human infections",1,1,0
"OH, Lake",2021,39085,"Non-human activity",0,0,0
"OH, Lorain",2021,39093,"Non-human activity",0,0,0
"OH, Lucas",2021,39095,"Human infections and non-human activity",1,1,0
"OH, Mahoning",2021,39099,"Human infections and non-human activity",1,1,0
"OH, Medina",2021,39103,"Non-human activity",0,0,0
"OH, Mercer",2021,39107,"Human infections",1,1,0
"OH, Montgomery",2021,39113,"Human infections",1,1,0
"OH, Portage",2021,39133,"Non-human activity",0,0,0
"OH, Richland",2021,39139,"Human infections and non-human activity",1,1,0
"OH, Ross",2021,39141,"Non-human activity",0,0,0
"OH, Scioto",2021,39145,"Non-human activity",0,0,0
"OH, Stark",2021,39151,"Non-human activity",0,0,0
"OH, Summit",2021,39153,"Human infections and non-human activity",1,1,0
"OH, Trumbull",2021,39155,"Non-human activity",0,0,0
"OH, Tuscarawas",2021,39157,"Non-human activity",0,0,0
"OH, Union",2021,39159,"Non-human activity",0,0,0
"OH, Warren",2021,39165,"Non-human activity",0,0,0
"OH, Wayne",2021,39169,"Non-human activity",0,0,0
"OH, Wood",2021,39173,"Human infections and non-human activity",1,1,0
"OK, Adair",2021,40001,"Non-human activity",0,0,0
"OK, Beaver",2021,40007,"Human infections",0,0,1
"OK, Carter",2021,40019,"Human infections",1,1,0
"OK, Cleveland",2021,40027,"Human infections",6,4,0
"OK, Comanche",2021,40031,"Human infections",2,2,2
"OK, Ellis",2021,40045,"Non-human activity",0,0,0
"OK, Garfield",2021,40047,"Non-human activity",0,0,0
"OK, Jackson",2021,40065,"Non-human activity",0,0,0
"OK, Kay",2021,40071,"Human infections",1,1,0
"OK, Kingfisher",2021,40073,"Human infections",1,1,0
"OK, Mcclain",2021,40087,"Non-human activity",0,0,0
"OK, Muskogee",2021,40101,"Human infections",0,0,1
"OK, Oklahoma",2021,40109,"Human infections and non-human activity",2,2,1
"OK, Okmulgee",2021,40111,"Human infections",1,1,0
"OK, Osage",2021,40113,"Non-human activity",0,0,0
"OK, Payne",2021,40119,"Human infections",1,1,0
"OK, Pottawatomie",2021,40125,"Human infections",2,2,0
"OK, Stephens",2021,40137,"Human infections",1,1,0
"OK, Texas",2021,40139,"Human infections and non-human activity",1,1,0
"OK, Tulsa",2021,40143,"Human infections",3,2,0
"OR, Baker",2021,41001,"Human infections and non-human activity",1,0,0
"OR, Jackson",2021,41029,"Human infections and non-human activity",1,1,0
"OR, Klamath",2021,41035,"Human infections and non-human activity",1,0,0
"OR, Malheur",2021,41045,"Human infections and non-human activity",2,0,0
"OR, Morrow",2021,41049,"Non-human activity",0,0,0
"OR, Umatilla",2021,41059,"Non-human activity",0,0,0
"PA, Adams",2021,42001,"Non-human activity",0,0,0
"PA, Allegheny",2021,42003,"Human infections and non-human activity",3,2,0
"PA, Beaver",2021,42007,"Human infections and non-human activity",1,1,0
"PA, Berks",2021,42011,"Non-human activity",0,0,0
"PA, Blair",2021,42013,"Non-human activity",0,0,0
"PA, Bucks",2021,42017,"Non-human activity",0,0,0
"PA, Cambria",2021,42021,"Non-human activity",0,0,0
"PA, Centre",2021,42027,"Non-human activity",0,0,0
"PA, Chester",2021,42029,"Human infections and non-human activity",1,1,0
"PA, Clearfield",2021,42033,"Non-human activity",0,0,0
"PA, Clinton",2021,42035,"Non-human activity",0,0,0
"PA, Columbia",2021,42037,"Non-human activity",0,0,0
"PA, Cumberland",2021,42041,"Non-human activity",0,0,0
"PA, Dauphin",2021,42043,"Non-human activity",0,0,0
"PA, Delaware",2021,42045,"Human infections and non-human activity",4,3,0
"PA, Erie",2021,42049,"Non-human activity",0,0,0
"PA, Fayette",2021,42051,"Non-human activity",0,0,0
"PA, Greene",2021,42059,"Non-human activity",0,0,0
"PA, Juniata",2021,42067,"Non-human activity",0,0,0
"PA, Lackawanna",2021,42069,"Non-human activity",0,0,0
"PA, Lancaster",2021,42071,"Human infections and non-human activity",1,0,0
"PA, Lawrence",2021,42073,"Non-human activity",0,0,0
"PA, Lebanon",2021,42075,"Human infections and non-human activity",1,1,0
"PA, Lehigh",2021,42077,"Human infections and non-human activity",1,1,0
"PA, Luzerne",2021,42079,"Non-human activity",0,0,0
"PA, Lycoming",2021,42081,"Non-human activity",0,0,0
"PA, Monroe",2021,42089,"Non-human activity",0,0,0
"PA, Montgomery",2021,42091,"Human infections and non-human activity",3,3,1
"PA, Montour",2021,42093,"Non-human activity",0,0,0
"PA, Northampton",2021,42095,"Non-human activity",0,0,0
"PA, Northumberland",2021,42097,"Non-human activity",0,0,0
"PA, Philadelphia",2021,42101,"Human infections and non-human activity",10,8,0
"PA, Pike",2021,42103,"Non-human activity",0,0,0
"PA, Schuylkill",2021,42107,"Non-human activity",0,0,0
"PA, Snyder",2021,42109,"Non-human activity",0,0,0
"PA, Union",2021,42119,"Non-human activity",0,0,0
"PA, Washington",2021,42125,"Human infections and non-human activity",1,1,0
"PA, Westmoreland",2021,42129,"Non-human activity",0,0,0
"PA, York",2021,42133,"Human infections and non-human activity",1,1,0
"RI, Bristol",2021,44001,"Non-human activity",0,0,0
"RI, Providence",2021,44007,"Human infections and non-human activity",1,1,0
"RI, Washington",2021,44009,"Human infections",1,0,0
"SC, Anderson",2021,45007,"Non-human activity",0,0,0
"SC, Bamberg",2021,45009,"Non-human activity",0,0,0
"SC, Beaufort",2021,45013,"Non-human activity",0,0,0
"SC, Berkeley",2021,45015,"Human infections and non-human activity",0,0,1
"SC, Charleston",2021,45019,"Human infections",3,2,3
"SC, Chester",2021,45023,"Human infections",1,0,1
"SC, Clarendon",2021,45027,"Non-human activity",0,0,0
"SC, Colleton",2021,45029,"Non-human activity",0,0,0
"SC, Florence",2021,45041,"Non-human activity",0,0,0
"SC, Greenville",2021,45045,"Human infections and non-human activity",0,0,2
"SC, Greenwood",2021,45047,"Non-human activity",0,0,0
"SC, Horry",2021,45051,"Human infections and non-human activity",2,2,0
"SC, Lexington",2021,45063,"Human infections and non-human activity",1,1,0
"SC, Newberry",2021,45071,"Human infections",1,0,0
"SC, Orangeburg",2021,45075,"Non-human activity",0,0,0
"SC, Richland",2021,45079,"Human infections and non-human activity",1,1,0
"SC, Spartanburg",2021,45083,"Human infections",0,0,1
"SC, Sumter",2021,45085,"Non-human activity",0,0,0
"SC, York",2021,45091,"Non-human activity",0,0,0
"SD, Beadle",2021,46005,"Human infections and non-human activity",2,0,0
"SD, Bon Homme",2021,46009,"Human infections and non-human activity",1,1,0
"SD, Brookings",2021,46011,"Non-human activity",0,0,0
"SD, Brown",2021,46013,"Human infections and non-human activity",6,0,0
"SD, Butte",2021,46019,"Non-human activity",0,0,0
"SD, Charles Mix",2021,46023,"Human infections",2,0,1
"SD, Clark",2021,46025,"Human infections",0,0,1
"SD, Codington",2021,46029,"Human infections and non-human activity",1,0,0
"SD, Davison",2021,46035,"Human infections",1,1,0
"SD, Day",2021,46037,"Human infections",0,0,1
"SD, Dewey",2021,46041,"Human infections",1,0,0
"SD, Douglas",2021,46043,"Human infections",1,1,0
"SD, Hamlin",2021,46057,"Human infections",1,0,0
"SD, Hand",2021,46059,"Human infections and non-human activity",2,0,1
"SD, Hughes",2021,46065,"Human infections and non-human activity",1,0,0
"SD, Hutchinson",2021,46067,"Human infections",2,2,0
"SD, Jackson",2021,46071,"Non-human activity",0,0,0
"SD, Kingsbury",2021,46077,"Human infections",3,0,0
"SD, Lake",2021,46079,"Human infections",1,1,0
"SD, Lawrence",2021,46081,"Human infections",1,0,0
"SD, Lincoln",2021,46083,"Non-human activity",0,0,0
"SD, Marshall",2021,46091,"Human infections",1,1,0
"SD, Minnehaha",2021,46099,"Human infections and non-human activity",5,3,1
"SD, Moody",2021,46101,"Human infections",1,1,0
"SD, Oglala Lakota County",2021,46102,"Human infections",2,2,0
"SD, Potter",2021,46107,"Human infections",1,0,0
"SD, Roberts",2021,46109,"Human infections",1,0,1
"SD, Sanborn",2021,46111,"Human infections",1,0,0
"SD, Spink",2021,46115,"Human infections",1,0,0
"SD, Stanley",2021,46117,"Human infections and non-human activity",2,2,0
"SD, Tripp",2021,46123,"Human infections",1,1,0
"SD, Union",2021,46127,"Human infections",1,1,0
"SD, Walworth",2021,46129,"Human infections",2,0,0
"SD, Yankton",2021,46135,"Human infections",2,1,0
"TN, Davidson",2021,47037,"Non-human activity",0,0,0
"TN, Jefferson",2021,47089,"Human infections",1,1,0
"TN, Shelby",2021,47157,"Human infections and non-human activity",2,2,0
"TN, Sumner",2021,47165,"Human infections",1,0,0
"TN, Weakley",2021,47183,"Non-human activity",0,0,0
"TX, Armstrong",2021,48011,"Human infections",0,0,1
"TX, Bailey",2021,48017,"Human infections",1,1,0
"TX, Bee",2021,48025,"Human infections",1,1,0
"TX, Bexar",2021,48029,"Human infections and non-human activity",2,1,1
"TX, Brazoria",2021,48039,"Human infections and non-human activity",3,3,0
"TX, Brazos",2021,48041,"Human infections and non-human activity",0,0,1
"TX, Cameron",2021,48061,"Human infections and non-human activity",1,1,0
"TX, Carson",2021,48065,"Human infections",0,0,2
"TX, Childress",2021,48075,"Human infections",0,0,1
"TX, Collin",2021,48085,"Human infections and non-human activity",4,4,3
"TX, Cooke",2021,48097,"Non-human activity",0,0,0
"TX, Dallas",2021,48113,"Human infections and non-human activity",28,25,3
"TX, Deaf Smith",2021,48117,"Human infections",1,1,0
"TX, Denton",2021,48121,"Human infections and non-human activity",4,3,0
"TX, Ector",2021,48135,"Human infections",2,2,0
"TX, Ellis",2021,48139,"Human infections and non-human activity",1,1,1
"TX, El Paso",2021,48141,"Human infections and non-human activity",18,18,4
"TX, Floyd",2021,48153,"Human infections",1,1,0
"TX, Fort Bend",2021,48157,"Human infections and non-human activity",4,4,1
"TX, Freestone",2021,48161,"Non-human activity",0,0,0
"TX, Galveston",2021,48167,"Human infections and non-human activity",5,4,3
"TX, Gray",2021,48179,"Human infections",1,1,0
"TX, Grayson",2021,48181,"Human infections and non-human activity",1,0,0
"TX, Hall",2021,48191,"Human infections",1,1,0
"TX, Harris",2021,48201,"Human infections and non-human activity",10,10,13
"TX, Hidalgo",2021,48215,"Human infections",1,1,0
"TX, Hockley",2021,48219,"Human infections",1,1,0
"TX, Hood",2021,48221,"Human infections and non-human activity",2,2,0
"TX, Hunt",2021,48231,"Non-human activity",0,0,0
"TX, Johnson",2021,48251,"Human infections and non-human activity",2,1,1
"TX, Kaufman",2021,48257,"Non-human activity",0,0,0
"TX, Kendall",2021,48259,"Human infections",1,1,0
"TX, Kleberg",2021,48273,"Non-human activity",0,0,0
"TX, Llano",2021,48299,"Non-human activity",0,0,0
"TX, Lubbock",2021,48303,"Human infections and non-human activity",9,9,1
"TX, Midland",2021,48329,"Human infections",1,1,0
"TX, Montgomery",2021,48339,"Human infections and non-human activity",2,2,2
"TX, Moore",2021,48341,"Human infections",1,1,0
"TX, Nueces",2021,48355,"Human infections and non-human activity",6,5,0
"TX, Ochiltree",2021,48357,"Human infections",0,0,1
"TX, Palo Pinto",2021,48363,"Human infections",1,1,0
"TX, Parker",2021,48367,"Human infections and non-human activity",0,0,1
"TX, Parmer",2021,48369,"Human infections",2,1,0
"TX, Potter",2021,48375,"Human infections and non-human activity",2,2,2
"TX, Randall",2021,48381,"Human infections",4,3,3
"TX, Reeves",2021,48389,"Human infections and non-human activity",1,1,0
"TX, Scurry",2021,48415,"Non-human activity",0,0,0
"TX, Tarrant",2021,48439,"Human infections and non-human activity",9,7,2
"TX, Taylor",2021,48441,"Non-human activity",0,0,0
"TX, Travis",2021,48453,"Human infections and non-human activity",3,3,0
"TX, Upshur",2021,48459,"Human infections",1,1,0
"TX, Van Zandt",2021,48467,"Human infections",2,2,0
"TX, Waller",2021,48473,"Human infections",1,1,0
"TX, Wichita",2021,48485,"Human infections and non-human activity",1,1,0
"TX, Williamson",2021,48491,"Human infections and non-human activity",0,0,1
"TX, Yoakum",2021,48501,"Human infections",1,1,0
"UT, Box Elder",2021,49003,"Non-human activity",0,0,0
"UT, Cache",2021,49005,"Non-human activity",0,0,0
"UT, Davis",2021,49011,"Human infections and non-human activity",9,5,0
"UT, Millard",2021,49027,"Non-human activity",0,0,0
"UT, Salt Lake",2021,49035,"Human infections and non-human activity",11,9,0
"UT, Summit",2021,49043,"Non-human activity",0,0,0
"UT, Tooele",2021,49045,"Non-human activity",0,0,0
"UT, Utah",2021,49049,"Non-human activity",0,0,0
"UT, Washington",2021,49053,"Human infections",2,1,0
"UT, Weber",2021,49057,"Human infections and non-human activity",6,6,0
"VT, Chittenden",2021,50007,"Human infections",1,1,0
"VA, Fairfax",2021,51059,"Human infections and non-human activity",1,0,0
"VA, Henrico",2021,51087,"Non-human activity",0,0,0
"VA, Prince William",2021,51153,"Human infections and non-human activity",1,1,0
"VA, York",2021,51199,"Non-human activity",0,0,0
"VA, Chesapeake City",2021,51550,"Non-human activity",0,0,0
"VA, Fairfax City",2021,51600,"Non-human activity",0,0,0
"VA, Falls Church City",2021,51610,"Non-human activity",0,0,0
"VA, Hampton City",2021,51650,"Non-human activity",0,0,0
"VA, Norfolk City",2021,51710,"Human infections and non-human activity",2,1,1
"VA, Suffolk City",2021,51800,"Non-human activity",0,0,0
"VA, Virginia Beach City",2021,51810,"Human infections and non-human activity",1,0,0
"WA, Benton",2021,53005,"Human infections and non-human activity",1,1,1
"WA, Franklin",2021,53021,"Human infections and non-human activity",1,1,1
"WA, Grant",2021,53025,"Non-human activity",0,0,0
"WA, Kittitas",2021,53037,"Non-human activity",0,0,0
"WA, Klickitat",2021,53039,"Non-human activity",0,0,0
"WA, Walla Walla",2021,53071,"Human infections and non-human activity",1,1,1
"WA, Whatcom",2021,53073,"Human infections and non-human activity",0,0,1
"WA, Yakima",2021,53077,"Human infections and non-human activity",1,1,0
"WV, Cabell",2021,54011,"Non-human activity",0,0,0
"WV, Kanawha",2021,54039,"Non-human activity",0,0,0
"WI, Adams",2021,55001,"Human infections",1,0,1
"WI, Crawford",2021,55023,"Non-human activity",0,0,0
"WI, Dane",2021,55025,"Human infections",1,1,0
"WI, La Crosse",2021,55063,"Human infections",1,1,0
"WI, Milwaukee",2021,55079,"Human infections",2,2,1
"WI, Outagamie",2021,55087,"Human infections",1,1,0
"WI, Rock",2021,55105,"Human infections",1,1,0
"WI, Sawyer",2021,55113,"Human infections",1,1,0
"WY, Albany",2021,56001,"Non-human activity",0,0,0
"WY, Campbell",2021,56005,"Non-human activity",0,0,0
"WY, Converse",2021,56009,"Non-human activity",0,0,0
"WY, Goshen",2021,56015,"Human infections",1,0,0
"WY, Laramie",2021,56021,"Non-human activity",0,0,0
"WY, Natrona",2021,56025,"Non-human activity",0,0,0
"WY, Platte",2021,56031,"Non-human activity",0,0,0
