"Year","FullGeoName","County","Activity","Reported.human.cases","Neuroinvasive.disease.cases","Identified.by.Blood.Donor.Screening","State","Average_Temperature_F"
2016,"MS, Copiah",28029,"Human infections",4,1,2,"MS",56.2
2016,"MS, Forrest",28035,"Human infections",1,0,0,"MS",56.2
2016,"MS, Grenada",28043,"Human infections",1,1,0,"MS",56.2
2016,"MS, Hancock",28045,"Non-human activity",0,0,0,"MS",56.2
2016,"MS, Harrison",28047,"Human infections and non-human activity",0,0,2,"MS",56.2
2016,"MS, Hinds",28049,"Human infections and non-human activity",8,5,2,"MS",56.2
2016,"MS, Jackson",28059,"Human infections and non-human activity",1,1,0,"MS",56.2
2016,"MS, Jefferson Davis",28065,"Human infections",2,1,0,"MS",56.2
2016,"MS, Kemper",28069,"Non-human activity",0,0,0,"MS",56.2
2016,"MS, Lamar",28073,"Human infections",3,3,0,"MS",56.2
2016,"MS, Lawrence",28077,"Human infections",1,0,0,"MS",56.2
2016,"MS, Lee",28081,"Human infections",1,1,0,"MS",56.2
2016,"MS, Leflore",28083,"Human infections",1,1,1,"MS",56.2
2016,"MS, Lincoln",28085,"Human infections and non-human activity",2,1,1,"MS",56.2
2016,"MS, Lowndes",28087,"Human infections and non-human activity",1,1,0,"MS",56.2
2016,"MS, Marion",28091,"Human infections",3,2,0,"MS",56.2
2016,"MS, Neshoba",28099,"Non-human activity",0,0,0,"MS",56.2
2016,"MS, Perry",28111,"Human infections",1,1,0,"MS",56.2
2016,"MS, Rankin",28121,"Human infections and non-human activity",4,2,1,"MS",56.2
2016,"MS, Scott",28123,"Human infections and non-human activity",1,0,1,"MS",56.2
2016,"MS, Simpson",28127,"Non-human activity",0,0,0,"MS",56.2
2016,"MS, Smith",28129,"Human infections",0,0,1,"MS",56.2
2016,"MS, Stone",28131,"Human infections",1,1,0,"MS",56.2
2016,"MS, Sunflower",28133,"Human infections",1,1,0,"MS",56.2
2016,"MO, Audrain",29007,"Non-human activity",0,0,0,"MO",56.2
2016,"MO, Bates",29013,"Non-human activity",0,0,0,"MO",56.2
2016,"MO, Boone",29019,"Non-human activity",0,0,0,"MO",56.2
2016,"MO, Cape Girardeau",29031,"Human infections",1,0,0,"MO",56.2
2016,"MO, Clay",29047,"Human infections",1,1,0,"MO",56.2
2016,"MO, Jackson",29095,"Human infections",2,2,0,"MO",56.2
2016,"MO, Jefferson",29099,"Non-human activity",0,0,0,"MO",56.2
2016,"MO, Johnson",29101,"Non-human activity",0,0,0,"MO",56.2
2016,"MO, Pettis",29159,"Non-human activity",0,0,0,"MO",56.2
2016,"MO, St Louis",29189,"Human infections and non-human activity",6,5,0,"MO",56.2
2016,"MO, Vernon",29217,"Human infections and non-human activity",1,1,0,"MO",56.2
2016,"MO, Webster",29225,"Non-human activity",0,0,0,"MO",56.2
2016,"MT, Big Horn",30003,"Non-human activity",0,0,0,"MT",56.2
2016,"MT, Blaine",30005,"Human infections and non-human activity",0,0,1,"MT",56.2
2016,"MT, Carbon",30009,"Non-human activity",0,0,0,"MT",56.2
2016,"MT, Cascade",30013,"Non-human activity",0,0,0,"MT",56.2
2016,"MT, Dawson",30021,"Human infections and non-human activity",4,1,0,"MT",56.2
2016,"MT, Garfield",30033,"Human infections",0,0,1,"MT",56.2
2016,"MT, Lake",30047,"Non-human activity",0,0,0,"MT",56.2
2016,"MT, Mccone",30055,"Human infections",1,1,0,"MT",56.2
2016,"MT, Phillips",30071,"Non-human activity",0,0,0,"MT",56.2
2016,"MT, Prairie",30079,"Non-human activity",0,0,0,"MT",56.2
2016,"MT, Ravalli",30081,"Non-human activity",0,0,0,"MT",56.2
2016,"MT, Sheridan",30091,"Human infections and non-human activity",1,1,0,"MT",56.2
2016,"MT, Valley",30105,"Non-human activity",0,0,0,"MT",56.2
2016,"MT, Yellowstone",30111,"Non-human activity",0,0,0,"MT",56.2
2016,"NE, Adams",31001,"Human infections and non-human activity",0,0,2,"NE",56.2
2016,"NE, Antelope",31003,"Human infections",2,0,1,"NE",56.2
2016,"NE, Banner",31007,"Human infections",1,1,0,"NE",56.2
2016,"NE, Boone",31011,"Human infections",1,0,0,"NE",56.2
2016,"NE, Box Butte",31013,"Human infections",1,0,0,"NE",56.2
2016,"NE, Buffalo",31019,"Human infections",0,0,1,"NE",56.2
2016,"NE, Butler",31023,"Human infections",1,0,0,"NE",56.2
2016,"NE, Cedar",31027,"Human infections",3,1,0,"NE",56.2
2016,"NE, Chase",31029,"Human infections and non-human activity",1,0,0,"NE",56.2
2016,"NE, Cherry",31031,"Non-human activity",0,0,0,"NE",56.2
2016,"NE, Clay",31035,"Human infections",1,0,1,"NE",56.2
2016,"NE, Colfax",31037,"Human infections",1,0,0,"NE",56.2
2016,"NE, Cuming",31039,"Human infections",4,1,2,"NE",56.2
2016,"NE, Custer",31041,"Human infections",2,1,0,"NE",56.2
2016,"NE, Dakota",31043,"Human infections",1,0,0,"NE",56.2
2016,"NE, Dawes",31045,"Human infections",1,0,0,"NE",56.2
2016,"NE, Dawson",31047,"Human infections and non-human activity",1,0,1,"NE",56.2
2016,"NE, Dixon",31051,"Non-human activity",0,0,0,"NE",56.2
2016,"NE, Dodge",31053,"Human infections",1,1,2,"NE",56.2
2016,"NE, Douglas",31055,"Human infections and non-human activity",7,4,2,"NE",56.2
2016,"NE, Frontier",31063,"Human infections",1,1,0,"NE",56.2
2016,"NE, Furnas",31065,"Human infections",2,1,0,"NE",56.2
2016,"NE, Gage",31067,"Human infections",1,1,0,"NE",56.2
2016,"NE, Garden",31069,"Non-human activity",0,0,0,"NE",56.2
2016,"NE, Garfield",31071,"Non-human activity",0,0,0,"NE",56.2
2016,"NE, Hall",31079,"Human infections and non-human activity",4,1,0,"NE",56.2
2016,"NE, Hamilton",31081,"Human infections",2,1,1,"NE",56.2
2016,"NE, Holt",31089,"Non-human activity",0,0,0,"NE",56.2
2016,"NE, Howard",31093,"Human infections",1,1,0,"NE",56.2
2016,"NE, Jefferson",31095,"Non-human activity",0,0,0,"NE",56.2
2016,"NE, Kearney",31099,"Human infections",1,0,0,"NE",56.2
2016,"NE, Keith",31101,"Human infections",2,2,0,"NE",56.2
2016,"NE, Knox",31107,"Human infections",6,2,1,"NE",56.2
2016,"NE, Lancaster",31109,"Human infections and non-human activity",9,5,3,"NE",56.2
2016,"NE, Lincoln",31111,"Human infections and non-human activity",6,1,1,"NE",56.2
2016,"NE, Logan",31113,"Human infections",0,0,1,"NE",56.2
2016,"NE, Madison",31119,"Human infections and non-human activity",2,0,2,"NE",56.2
2016,"NE, Merrick",31121,"Human infections",1,0,0,"NE",56.2
2016,"NE, Nuckolls",31129,"Human infections",1,1,0,"NE",56.2
2016,"NE, Otoe",31131,"Human infections",0,0,1,"NE",56.2
2016,"NE, Phelps",31137,"Human infections and non-human activity",1,0,0,"NE",56.2
2016,"NE, Pierce",31139,"Human infections and non-human activity",1,0,0,"NE",56.2
2016,"NE, Platte",31141,"Human infections and non-human activity",1,0,2,"NE",56.2
2016,"NE, Polk",31143,"Human infections",1,1,0,"NE",56.2
2016,"NE, Red Willow",31145,"Human infections",2,1,0,"NE",56.2
2016,"NE, Richardson",31147,"Non-human activity",0,0,0,"NE",56.2
2016,"NE, Saline",31151,"Human infections",0,0,1,"NE",56.2
2016,"NE, Sarpy",31153,"Human infections",5,4,0,"NE",56.2
2016,"NE, Saunders",31155,"Human infections and non-human activity",1,0,0,"NE",56.2
2016,"NE, Scotts Bluff",31157,"Human infections and non-human activity",7,1,2,"NE",56.2
2016,"NE, Seward",31159,"Non-human activity",0,0,0,"NE",56.2
2016,"NE, Sheridan",31161,"Non-human activity",0,0,0,"NE",56.2
2016,"NE, Sherman",31163,"Human infections",0,0,1,"NE",56.2
2016,"NE, Thurston",31173,"Human infections",2,1,0,"NE",56.2
2016,"NE, Valley",31175,"Human infections",1,0,1,"NE",56.2
2016,"NE, Washington",31177,"Human infections",2,0,1,"NE",56.2
2016,"NE, York",31185,"Human infections",3,1,0,"NE",56.2
2016,"NV, Churchill",32001,"Human infections and non-human activity",7,5,1,"NV",56.2
2016,"NV, Clark",32003,"Human infections and non-human activity",2,2,0,"NV",56.2
2016,"NV, Douglas",32005,"Human infections and non-human activity",3,3,0,"NV",56.2
2016,"NV, Elko",32007,"Non-human activity",0,0,0,"NV",56.2
2016,"NV, Lincoln",32017,"Non-human activity",0,0,0,"NV",56.2
2016,"NV, Lyon",32019,"Human infections and non-human activity",2,2,0,"NV",56.2
2016,"NV, Nye",32023,"Human infections",1,0,0,"NV",56.2
2016,"NV, Pershing",32027,"Non-human activity",0,0,0,"NV",56.2
2016,"NV, Washoe",32031,"Human infections and non-human activity",1,1,0,"NV",56.2
2016,"NH, Hillsborough",33011,"Non-human activity",0,0,0,"NH",56.2
2016,"NJ, Atlantic",34001,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Bergen",34003,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Burlington",34005,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Camden",34007,"Human infections and non-human activity",2,2,1,"NJ",56.2
2016,"NJ, Cape May",34009,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Cumberland",34011,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Essex",34013,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Gloucester",34015,"Human infections and non-human activity",1,1,0,"NJ",56.2
2016,"NJ, Hudson",34017,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Hunterdon",34019,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Mercer",34021,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Middlesex",34023,"Human infections and non-human activity",2,2,1,"NJ",56.2
2016,"NJ, Monmouth",34025,"Human infections and non-human activity",1,1,0,"NJ",56.2
2016,"NJ, Morris",34027,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Ocean",34029,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Passaic",34031,"Human infections and non-human activity",1,1,0,"NJ",56.2
2016,"NJ, Salem",34033,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Somerset",34035,"Human infections and non-human activity",1,1,0,"NJ",56.2
2016,"NJ, Sussex",34037,"Non-human activity",0,0,0,"NJ",56.2
2016,"NJ, Union",34039,"Human infections and non-human activity",3,3,0,"NJ",56.2
2016,"NJ, Warren",34041,"Non-human activity",0,0,0,"NJ",56.2
2016,"NM, Bernalillo",35001,"Human infections and non-human activity",2,2,0,"NM",56.2
2016,"NM, Curry",35009,"Non-human activity",0,0,0,"NM",56.2
2016,"NM, Dona Ana",35013,"Human infections",1,1,0,"NM",56.2
2016,"NM, Mckinley",35031,"Human infections",1,1,0,"NM",56.2
2016,"NM, Otero",35035,"Non-human activity",0,0,0,"NM",56.2
2016,"NM, Rio Arriba",35039,"Human infections",1,1,0,"NM",56.2
2016,"NM, Valencia",35061,"Human infections",1,1,0,"NM",56.2
2016,"NY, Bronx",36005,"Non-human activity",0,0,0,"NY",56.2
2016,"NY, Chautauqua",36013,"Non-human activity",0,0,0,"NY",56.2
2016,"NY, Dutchess",36027,"Human infections",1,1,0,"NY",56.2
2016,"NY, Erie",36029,"Non-human activity",0,0,0,"NY",56.2
2016,"NY, Kings",36047,"Human infections and non-human activity",2,2,0,"NY",56.2
2016,"NY, Monroe",36055,"Human infections",1,1,0,"NY",56.2
2016,"NY, Nassau",36059,"Human infections and non-human activity",7,6,0,"NY",56.2
2016,"NY, New York",36061,"Non-human activity",0,0,0,"NY",56.2
2016,"NY, Niagara",36063,"Human infections",0,0,1,"NY",56.2
2016,"NY, Onondaga",36067,"Non-human activity",0,0,0,"NY",56.2
2016,"NY, Orange",36071,"Non-human activity",0,0,0,"NY",56.2
2016,"NY, Oswego",36075,"Human infections and non-human activity",1,1,0,"NY",56.2
2016,"NY, Queens",36081,"Human infections and non-human activity",2,2,0,"NY",56.2
2016,"NY, Richmond",36085,"Human infections and non-human activity",2,2,0,"NY",56.2
2016,"NY, Rockland",36087,"Non-human activity",0,0,0,"NY",56.2
2016,"NY, Schenectady",36093,"Human infections",1,1,0,"NY",56.2
2016,"NY, Suffolk",36103,"Human infections and non-human activity",5,4,1,"NY",56.2
2016,"NY, Westchester",36119,"Non-human activity",0,0,0,"NY",56.2
2016,"NC, Mecklenburg",37119,"Human infections",2,2,0,"NC",56.2
2016,"ND, Barnes",38003,"Human infections",3,2,0,"ND",56.2
2016,"ND, Benson",38005,"Human infections",1,0,0,"ND",56.2
2016,"ND, Bowman",38011,"Human infections",2,0,0,"ND",56.2
2016,"ND, Burleigh",38015,"Human infections and non-human activity",7,0,0,"ND",56.2
2016,"ND, Cass",38017,"Human infections and non-human activity",21,5,1,"ND",56.2
2016,"ND, Dickey",38021,"Human infections",3,0,0,"ND",56.2
2016,"ND, Dunn",38025,"Human infections",1,1,0,"ND",56.2
2016,"ND, Emmons",38029,"Non-human activity",0,0,0,"ND",56.2
2016,"ND, Foster",38031,"Human infections",1,1,0,"ND",56.2
2016,"ND, Grand Forks",38035,"Human infections and non-human activity",5,2,1,"ND",56.2
2016,"ND, Griggs",38039,"Human infections",1,1,0,"ND",56.2
2016,"ND, Mchenry",38049,"Human infections",1,1,0,"ND",56.2
2016,"ND, Mcintosh",38051,"Human infections",3,0,0,"ND",56.2
2016,"ND, Mclean",38055,"Human infections and non-human activity",1,1,0,"ND",56.2
2016,"ND, Mercer",38057,"Human infections",2,0,0,"ND",56.2
2016,"ND, Morton",38059,"Human infections and non-human activity",5,2,0,"ND",56.2
2016,"ND, Pierce",38069,"Human infections",1,0,0,"ND",56.2
2016,"ND, Ramsey",38071,"Human infections",2,1,0,"ND",56.2
2016,"ND, Ransom",38073,"Human infections",1,0,0,"ND",56.2
2016,"ND, Richland",38077,"Human infections and non-human activity",2,0,0,"ND",56.2
2016,"ND, Sargent",38081,"Human infections",2,1,1,"ND",56.2
2016,"ND, Sheridan",38083,"Human infections",1,0,0,"ND",56.2
2016,"ND, Sioux",38085,"Human infections and non-human activity",1,1,0,"ND",56.2
2016,"ND, Stutsman",38093,"Human infections",3,0,1,"ND",56.2
2016,"ND, Traill",38097,"Human infections",2,0,0,"ND",56.2
2016,"ND, Walsh",38099,"Human infections",1,0,0,"ND",56.2
2016,"ND, Ward",38101,"Human infections",6,3,0,"ND",56.2
2016,"ND, Wells",38103,"Human infections",4,1,1,"ND",56.2
2016,"ND, Williams",38105,"Human infections and non-human activity",2,1,0,"ND",56.2
2016,"OH, Athens",39009,"Human infections",1,1,0,"OH",56.2
2016,"OH, Clermont",39025,"Human infections and non-human activity",2,1,0,"OH",56.2
2016,"OH, Cuyahoga",39035,"Human infections and non-human activity",5,4,0,"OH",56.2
2016,"OH, Defiance",39039,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Delaware",39041,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Franklin",39049,"Human infections and non-human activity",2,2,1,"OH",56.2
2016,"OH, Gallia",39053,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Guernsey",39059,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Hamilton",39061,"Human infections and non-human activity",1,1,0,"OH",56.2
2016,"OH, Hancock",39063,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Henry",39069,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Lake",39085,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Licking",39089,"Human infections and non-human activity",1,0,1,"OH",56.2
2016,"OH, Lorain",39093,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Lucas",39095,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Marion",39101,"Human infections",2,0,0,"OH",56.2
2016,"OH, Medina",39103,"Human infections",1,1,0,"OH",56.2
2016,"OH, Mercer",39107,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Montgomery",39113,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Noble",39121,"Human infections and non-human activity",1,1,0,"OH",56.2
2016,"OH, Pickaway",39129,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Portage",39133,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Putnam",39137,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Richland",39139,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Ross",39141,"Human infections and non-human activity",0,0,1,"OH",56.2
2016,"OH, Sandusky",39143,"Human infections",1,1,0,"OH",56.2
2016,"OH, Scioto",39145,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Stark",39151,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Summit",39153,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Tuscarawas",39157,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Union",39159,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Warren",39165,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Washington",39167,"Non-human activity",0,0,0,"OH",56.2
2016,"OH, Wayne",39169,"Human infections",0,0,2,"OH",56.2
2016,"OK, Atoka",40005,"Non-human activity",0,0,0,"OK",56.2
2016,"OK, Beckham",40009,"Non-human activity",0,0,0,"OK",56.2
2016,"OK, Bryan",40013,"Human infections",1,1,0,"OK",56.2
2016,"OK, Carter",40019,"Non-human activity",0,0,0,"OK",56.2
2016,"OK, Choctaw",40023,"Non-human activity",0,0,0,"OK",56.2
2016,"OK, Coal",40029,"Human infections",1,1,0,"OK",56.2
2016,"OK, Comanche",40031,"Human infections",0,0,2,"OK",56.2
2016,"OK, Garfield",40047,"Human infections",2,2,0,"OK",56.2
2016,"OK, Garvin",40049,"Human infections",1,0,1,"OK",56.2
2016,"OK, Hughes",40063,"Human infections",0,0,1,"OK",56.2
2016,"OK, Jackson",40065,"Non-human activity",0,0,0,"OK",56.2
2016,"OK, Mccurtain",40089,"Non-human activity",0,0,0,"OK",56.2
2016,"OK, Marshall",40095,"Human infections",1,0,0,"OK",56.2
2016,"OK, Murray",40099,"Human infections",1,0,0,"OK",56.2
2016,"OK, Muskogee",40101,"Non-human activity",0,0,0,"OK",56.2
2016,"OK, Okfuskee",40107,"Human infections",1,1,0,"OK",56.2
2016,"OK, Oklahoma",40109,"Human infections and non-human activity",6,5,2,"OK",56.2
2016,"OK, Payne",40119,"Non-human activity",0,0,0,"OK",56.2
2016,"OK, Pittsburg",40121,"Human infections",6,2,1,"OK",56.2
2016,"OK, Pottawatomie",40125,"Human infections",1,1,0,"OK",56.2
2016,"OK, Pushmataha",40127,"Human infections",1,1,0,"OK",56.2
2016,"OK, Sequoyah",40135,"Non-human activity",0,0,0,"OK",56.2
2016,"OK, Stephens",40137,"Human infections and non-human activity",4,2,0,"OK",56.2
2016,"OK, Tulsa",40143,"Human infections and non-human activity",5,3,0,"OK",56.2
2016,"OK, Washington",40147,"Human infections",2,1,0,"OK",56.2
2016,"OK, Woods",40151,"Non-human activity",0,0,0,"OK",56.2
2016,"OK, Woodward",40153,"Human infections",2,1,0,"OK",56.2
2016,"OR, Baker",41001,"Non-human activity",0,0,0,"OR",56.2
2016,"OR, Deschutes",41017,"Human infections and non-human activity",1,1,0,"OR",56.2
2016,"OR, Jefferson",41031,"Human infections",1,1,0,"OR",56.2
2016,"OR, Klamath",41035,"Non-human activity",0,0,0,"OR",56.2
2016,"OR, Lane",41039,"Non-human activity",0,0,0,"OR",56.2
2016,"OR, Malheur",41045,"Human infections and non-human activity",2,0,0,"OR",56.2
2016,"OR, Morrow",41049,"Non-human activity",0,0,0,"OR",56.2
2016,"OR, Multnomah",41051,"Human infections",0,0,1,"OR",56.2
2016,"OR, Umatilla",41059,"Non-human activity",0,0,0,"OR",56.2
2016,"OR, Union",41061,"Non-human activity",0,0,0,"OR",56.2
2016,"PA, Adams",42001,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Allegheny",42003,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Beaver",42007,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Berks",42011,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Blair",42013,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Bucks",42017,"Human infections and non-human activity",2,2,0,"PA",56.2
2016,"PA, Cambria",42021,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Centre",42027,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Chester",42029,"Human infections and non-human activity",1,1,0,"PA",56.2
2016,"PA, Clinton",42035,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Columbia",42037,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Crawford",42039,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Cumberland",42041,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Dauphin",42043,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Delaware",42045,"Human infections and non-human activity",2,2,0,"PA",56.2
2016,"PA, Erie",42049,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Fayette",42051,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Forest",42053,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Franklin",42055,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Greene",42059,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Indiana",42063,"Human infections and non-human activity",1,0,0,"PA",56.2
2016,"PA, Juniata",42067,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Lackawanna",42069,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Lancaster",42071,"Human infections and non-human activity",1,1,0,"PA",56.2
2016,"PA, Lawrence",42073,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Lebanon",42075,"Human infections and non-human activity",1,0,2,"PA",56.2
2016,"PA, Lehigh",42077,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Luzerne",42079,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Lycoming",42081,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Mckean",42083,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Mifflin",42087,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Montgomery",42091,"Human infections and non-human activity",2,0,1,"PA",56.2
2016,"PA, Northampton",42095,"Human infections and non-human activity",1,1,0,"PA",56.2
2016,"PA, Northumberland",42097,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Philadelphia",42101,"Human infections and non-human activity",4,4,0,"PA",56.2
2016,"PA, Schuylkill",42107,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Union",42119,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Warren",42123,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Washington",42125,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, Westmoreland",42129,"Non-human activity",0,0,0,"PA",56.2
2016,"PA, York",42133,"Human infections and non-human activity",1,1,0,"PA",56.2
2016,"RI, Providence",44007,"Human infections and non-human activity",2,2,0,"RI",56.2
2016,"SC, Beaufort",45013,"Human infections",1,1,0,"SC",56.2
2016,"SC, Berkeley",45015,"Non-human activity",0,0,0,"SC",56.2
2016,"SC, Charleston",45019,"Non-human activity",0,0,0,"SC",56.2
2016,"SC, Dorchester",45035,"Human infections",3,3,0,"SC",56.2
2016,"SC, Greenwood",45047,"Non-human activity",0,0,0,"SC",56.2
2016,"SC, Horry",45051,"Human infections",2,1,1,"SC",56.2
2016,"SC, Oconee",45073,"Non-human activity",0,0,0,"SC",56.2
2016,"SC, Richland",45079,"Human infections and non-human activity",2,1,2,"SC",56.2
2016,"SC, Spartanburg",45083,"Non-human activity",0,0,0,"SC",56.2
2016,"SC, Sumter",45085,"Non-human activity",0,0,0,"SC",56.2
2016,"SC, York",45091,"Non-human activity",0,0,0,"SC",56.2
2016,"SD, Aurora",46003,"Human infections",3,0,0,"SD",56.2
2016,"SD, Beadle",46005,"Human infections and non-human activity",7,1,0,"SD",56.2
2016,"SD, Bennett",46007,"Human infections",1,0,0,"SD",56.2
2016,"SD, Bon Homme",46009,"Human infections",3,2,2,"SD",56.2
2016,"SD, Brookings",46011,"Human infections and non-human activity",6,1,0,"SD",56.2
2016,"SD, Brown",46013,"Human infections and non-human activity",16,1,2,"SD",56.2
2016,"SD, Brule",46015,"Human infections",1,0,0,"SD",56.2
2016,"SD, Butte",46019,"Human infections and non-human activity",2,1,0,"SD",56.2
2016,"SD, Campbell",46021,"Human infections",1,0,0,"SD",56.2
2016,"SD, Charles Mix",46023,"Human infections",8,1,1,"SD",56.2
2016,"SD, Clark",46025,"Human infections",4,0,1,"SD",56.2
2016,"SD, Clay",46027,"Human infections",1,0,0,"SD",56.2
2016,"SD, Codington",46029,"Human infections and non-human activity",4,0,0,"SD",56.2
2016,"SD, Davison",46035,"Human infections and non-human activity",3,0,0,"SD",56.2
2016,"SD, Day",46037,"Human infections",2,1,0,"SD",56.2
2016,"SD, Deuel",46039,"Human infections",1,0,1,"SD",56.2
2016,"SD, Douglas",46043,"Human infections",3,2,1,"SD",56.2
2016,"SD, Edmunds",46045,"Human infections and non-human activity",1,0,0,"SD",56.2
2016,"SD, Faulk",46049,"Human infections",2,1,0,"SD",56.2
2016,"SD, Grant",46051,"Human infections and non-human activity",1,0,0,"SD",56.2
2016,"SD, Hamlin",46057,"Human infections",4,1,0,"SD",56.2
2016,"SD, Hanson",46061,"Human infections",2,0,0,"SD",56.2
2016,"SD, Hughes",46065,"Human infections and non-human activity",1,0,0,"SD",56.2
2016,"SD, Hutchinson",46067,"Human infections",5,2,0,"SD",56.2
2016,"SD, Jerauld",46073,"Human infections",2,1,0,"SD",56.2
2016,"SD, Kingsbury",46077,"Human infections",2,0,0,"SD",56.2
2016,"SD, Lake",46079,"Human infections and non-human activity",4,1,0,"SD",56.2
2016,"SD, Lawrence",46081,"Human infections",2,1,0,"SD",56.2
2016,"SD, Lincoln",46083,"Human infections and non-human activity",10,4,0,"SD",56.2
2016,"SD, Mccook",46087,"Human infections",3,0,0,"SD",56.2
2016,"SD, Mcpherson",46089,"Human infections",1,0,0,"SD",56.2
2016,"SD, Marshall",46091,"Human infections",3,1,1,"SD",56.2
2016,"SD, Meade",46093,"Non-human activity",0,0,0,"SD",56.2
2016,"SD, Minnehaha",46099,"Human infections and non-human activity",20,7,2,"SD",56.2
2016,"SD, Pennington",46103,"Human infections",2,2,0,"SD",56.2
2016,"SD, Potter",46107,"Human infections",3,0,0,"SD",56.2
2016,"SD, Sanborn",46111,"Human infections",1,0,0,"SD",56.2
2016,"SD, Spink",46115,"Human infections",9,1,1,"SD",56.2
2016,"SD, Stanley",46117,"Non-human activity",0,0,0,"SD",56.2
2016,"SD, Todd",46121,"Human infections",1,0,0,"SD",56.2
2016,"SD, Turner",46125,"Human infections",3,1,0,"SD",56.2
2016,"SD, Union",46127,"Human infections",1,1,1,"SD",56.2
2016,"SD, Walworth",46129,"Human infections",1,0,0,"SD",56.2
2016,"SD, Yankton",46135,"Human infections",2,1,3,"SD",56.2
2016,"TN, Crockett",47033,"Human infections",1,0,0,"TN",56.2
2016,"TN, Davidson",47037,"Non-human activity",0,0,0,"TN",56.2
2016,"TN, Gibson",47053,"Non-human activity",0,0,0,"TN",56.2
2016,"TN, Haywood",47075,"Human infections",0,0,1,"TN",56.2
2016,"TN, Henderson",47077,"Human infections",1,1,0,"TN",56.2
2016,"TN, Knox",47093,"Non-human activity",0,0,0,"TN",56.2
2016,"TN, Moore",47127,"Non-human activity",0,0,0,"TN",56.2
2016,"TN, Shelby",47157,"Human infections and non-human activity",2,1,0,"TN",56.2
2016,"TN, Sumner",47165,"Human infections",2,1,0,"TN",56.2
2016,"TN, Washington",47179,"Human infections",1,0,0,"TN",56.2
2016,"TX, Anderson",48001,"Human infections and non-human activity",1,1,0,"TX",56.2
